lagoslakeid,sampledate,chla,lake_year
38705,5/27/1981,2.1,38705_1981
38705,6/1/1981,2.5,38705_1981
38705,6/8/1981,3.3,38705_1981
38705,6/15/1981,8.8,38705_1981
38705,6/22/1981,6.5,38705_1981
38705,6/29/1981,10.7,38705_1981
38705,7/6/1981,5.3,38705_1981
38705,7/13/1981,8.8,38705_1981
38705,7/20/1981,11.7,38705_1981
38705,7/22/1981,15.5,38705_1981
38705,7/27/1981,14.4,38705_1981
38705,8/3/1981,6.7,38705_1981
38705,8/10/1981,19.9,38705_1981
38705,8/18/1981,14.1,38705_1981
38705,8/24/1981,14.7,38705_1981
38705,9/2/1981,9.1,38705_1981
38705,9/8/1981,6.2,38705_1981
38705,9/14/1981,13.7,38705_1981
38705,9/21/1981,17.7,38705_1981
38705,9/29/1981,34,38705_1981
38705,5/5/1982,9.078,38705_1982
38705,5/14/1982,9.745,38705_1982
38705,5/21/1982,3.738,38705_1982
38705,5/26/1982,3.471,38705_1982
38705,6/2/1982,3.738,38705_1982
38705,6/7/1982,2.403,38705_1982
38705,6/14/1982,10.28,38705_1982
38705,6/21/1982,4.272,38705_1982
38705,6/28/1982,2.403,38705_1982
38705,7/6/1982,7.876,38705_1982
38705,7/12/1982,7.075,38705_1982
38705,7/19/1982,6.141,38705_1982
38705,7/26/1982,15.486,38705_1982
38705,8/2/1982,11.57,38705_1982
38705,8/9/1982,9.434,38705_1982
38705,8/16/1982,11.392,38705_1982
38705,8/23/1982,6.586,38705_1982
38705,8/30/1982,8.9,38705_1982
38705,9/7/1982,10.146,38705_1982
38705,9/13/1982,8.722,38705_1982
38705,9/20/1982,15.486,38705_1982
38705,9/28/1982,14.596,38705_1982
38705,5/3/1983,8.57,38705_1983
38705,5/12/1983,7.21,38705_1983
38705,5/17/1983,6.01,38705_1983
38705,5/25/1983,3.2,38705_1983
38705,6/1/1983,1.6,38705_1983
38705,6/6/1983,1.07,38705_1983
38705,6/13/1983,3.07,38705_1983
38705,6/20/1983,3.2,38705_1983
38705,6/27/1983,2.4,38705_1983
38705,7/5/1983,0.93,38705_1983
38705,7/11/1983,10.55,38705_1983
38705,7/18/1983,6.68,38705_1983
38705,7/25/1983,5.61,38705_1983
38705,8/1/1983,17.49,38705_1983
38705,8/9/1983,8.19,38705_1983
38705,8/16/1983,13.08,38705_1983
38705,8/23/1983,6.27,38705_1983
38705,8/29/1983,5.21,38705_1983
38705,9/6/1983,15.71,38705_1983
38705,9/12/1983,18.16,38705_1983
38705,9/19/1983,37.38,38705_1983
38705,9/26/1983,10.68,38705_1983
38705,5/3/1984,5.34,38705_1984
38705,5/9/1984,7.476,38705_1984
38705,5/17/1984,4.673,38705_1984
38705,5/22/1984,7.343,38705_1984
38705,5/30/1984,1.068,38705_1984
38705,6/4/1984,2.67,38705_1984
38705,6/11/1984,0.534,38705_1984
38705,6/12/1984,2.27,38705_1984
38705,6/18/1984,4.272,38705_1984
38705,6/25/1984,2.67,38705_1984
38705,7/2/1984,1.335,38705_1984
38705,7/9/1984,7.076,38705_1984
38705,7/16/1984,10.146,38705_1984
38705,7/23/1984,4.406,38705_1984
38705,7/30/1984,8.144,38705_1984
38705,8/6/1984,16.02,38705_1984
38705,8/13/1984,16.688,38705_1984
38705,8/20/1984,26.0095,38705_1984
38705,8/27/1984,23.003,38705_1984
38705,9/4/1984,31.391,38705_1984
38705,9/10/1984,18.69,38705_1984
38705,9/17/1984,6.484,38705_1984
38705,9/24/1984,4.929,38705_1984
38705,5/9/1985,5.117,38705_1985
38705,5/13/1985,1.068,38705_1985
38705,5/20/1985,5.34,38705_1985
38705,5/21/1985,2.403,38705_1985
38705,5/28/1985,2.937,38705_1985
38705,6/3/1985,5.874,38705_1985
38705,6/11/1985,5.206,38705_1985
38705,6/17/1985,9.345,38705_1985
38705,6/24/1985,9.4785,38705_1985
38705,6/27/1985,14.418,38705_1985
38705,7/1/1985,19.58,38705_1985
38705,7/8/1985,6.23,38705_1985
38705,7/15/1985,11.748,38705_1985
38705,7/24/1985,12.7338,38705_1985
38705,7/29/1985,17.5457,38705_1985
38705,8/5/1985,47.704,38705_1985
38705,8/12/1985,24.03,38705_1985
38705,8/20/1985,3.738,38705_1985
38705,8/29/1985,6.1615,38705_1985
38705,9/3/1985,8.277,38705_1985
38705,9/9/1985,12.816,38705_1985
38705,9/16/1985,14.017,38705_1985
38705,9/25/1985,12.587,38705_1985
38705,9/30/1985,11.392,38705_1985
38705,5/5/1986,14.062,38705_1986
38705,5/12/1986,6.542,38705_1986
38705,5/19/1986,2.003,38705_1986
38705,6/3/1986,9.078,38705_1986
38705,6/9/1986,5.207,38705_1986
38705,6/16/1986,5.35,38705_1986
38705,6/24/1986,35.778,38705_1986
38705,7/7/1986,7.61,38705_1986
38705,7/15/1986,11.348,38705_1986
38705,7/21/1986,10.013,38705_1986
38705,7/28/1986,24.297,38705_1986
38705,8/4/1986,22.295,38705_1986
38705,8/12/1986,18.32,38705_1986
38705,8/21/1986,15.13,38705_1986
38705,9/2/1986,24.965,38705_1986
38705,9/8/1986,13.217,38705_1986
38705,9/17/1986,19.758,38705_1986
38705,9/24/1986,14.418,38705_1986
38705,9/30/1986,9.434,38705_1986
38705,5/4/1987,7.654,38705_1987
38705,5/13/1987,0.356,38705_1987
38705,5/18/1987,0.712,38705_1987
38705,5/26/1987,2.314,38705_1987
38705,6/2/1987,3.7815,38705_1987
38705,6/8/1987,0.267,38705_1987
38705,6/18/1987,7.3425,38705_1987
38705,6/24/1987,4.1385,38705_1987
38705,6/29/1987,4.984,38705_1987
38705,7/6/1987,3.56,38705_1987
38705,7/13/1987,2.67,38705_1987
38705,7/21/1987,5.34,38705_1987
38705,7/27/1987,6.942,38705_1987
38705,8/5/1987,9.79,38705_1987
38705,8/11/1987,11.748,38705_1987
38705,8/18/1987,7.476,38705_1987
38705,8/26/1987,7.743,38705_1987
38705,9/10/1987,8.277,38705_1987
38705,9/14/1987,11.214,38705_1987
38705,9/21/1987,10.947,38705_1987
38705,9/30/1987,7.743,38705_1987
38705,5/2/1988,21.627,38705_1988
38705,5/9/1988,25.632,38705_1988
38705,5/16/1988,22.695,38705_1988
38705,5/23/1988,2.67,38705_1988
38705,5/31/1988,2.136,38705_1988
38705,6/7/1988,8.722,38705_1988
38705,6/8/1988,6.942,38705_1988
38705,6/13/1988,7.654,38705_1988
38705,6/20/1988,0.712,38705_1988
38705,6/27/1988,4.272,38705_1988
38705,7/6/1988,3.605,38705_1988
38705,7/11/1988,3.204,38705_1988
38705,7/18/1988,2.67,38705_1988
38705,7/25/1988,3.56,38705_1988
38705,8/1/1988,3.026,38705_1988
38705,8/8/1988,1.736,38705_1988
38705,8/17/1988,3.738,38705_1988
38705,8/25/1988,10.68,38705_1988
38705,8/31/1988,17.088,38705_1988
38705,9/6/1988,12.015,38705_1988
38705,9/8/1988,12.816,38705_1988
38705,9/12/1988,13.35,38705_1988
38705,9/19/1988,13.617,38705_1988
38705,9/27/1988,10.858,38705_1988
38705,5/1/1989,2.67,38705_1989
38705,5/8/1989,1.246,38705_1989
38705,5/9/1989,1.4685,38705_1989
38705,5/15/1989,2.0025,38705_1989
38705,5/23/1989,3.204,38705_1989
38705,5/31/1989,2.937,38705_1989
38705,6/5/1989,1.4685,38705_1989
38705,6/12/1989,1.5352,38705_1989
38705,6/19/1989,2.383,38705_1989
38705,6/26/1989,1.602,38705_1989
38705,7/3/1989,1.4685,38705_1989
38705,7/10/1989,2.136,38705_1989
38705,7/11/1989,3.5244,38705_1989
38705,7/17/1989,2.67,38705_1989
38705,7/24/1989,4.9395,38705_1989
38705,7/31/1989,5.2065,38705_1989
38705,8/4/1989,4.272,38705_1989
38705,8/9/1989,4.6725,38705_1989
38705,8/14/1989,6.586,38705_1989
38705,8/21/1989,10.858,38705_1989
38705,8/28/1989,9.256,38705_1989
38705,9/4/1989,7.12,38705_1989
38705,9/11/1989,6.141,38705_1989
38705,9/18/1989,8.4105,38705_1989
38705,9/25/1989,12.282,38705_1989
38705,5/1/1990,6.408,38705_1990
38705,5/7/1990,2.884,38705_1990
38705,5/15/1990,7.476,38705_1990
38705,5/22/1990,11.481,38705_1990
38705,5/29/1990,2.65,38705_1990
38705,6/5/1990,2.67,38705_1990
38705,6/12/1990,3.471,38705_1990
38705,6/18/1990,3.054,38705_1990
38705,6/25/1990,3.738,38705_1990
38705,7/2/1990,4.005,38705_1990
38705,7/9/1990,5.467,38705_1990
38705,7/16/1990,14.995,38705_1990
38705,7/25/1990,15.796,38705_1990
38705,7/30/1990,23.577,38705_1990
38705,8/6/1990,15.219,38705_1990
38705,8/13/1990,13.884,38705_1990
38705,8/22/1990,13.083,38705_1990
38705,8/28/1990,13.884,38705_1990
38705,9/4/1990,14.952,38705_1990
38705,9/10/1990,20.292,38705_1990
38705,9/17/1990,22.855,38705_1990
38705,9/24/1990,16.02,38705_1990
38705,5/6/1991,2.937,38705_1991
38705,5/13/1991,2.937,38705_1991
38705,5/20/1991,2.804,38705_1991
38705,5/29/1991,2.003,38705_1991
38705,6/3/1991,3.872,38705_1991
38705,6/10/1991,5.162,38705_1991
38705,6/17/1991,5.518,38705_1991
38705,6/24/1991,6.41,38705_1991
38705,7/1/1991,8.01,38705_1991
38705,7/9/1991,9.078,38705_1991
38705,7/15/1991,10.947,38705_1991
38705,7/22/1991,7.48,38705_1991
38705,7/30/1991,13.083,38705_1991
38705,8/6/1991,8.544,38705_1991
38705,8/12/1991,17.088,38705_1991
38705,8/21/1991,16.29,38705_1991
38705,8/28/1991,12.549,38705_1991
38705,9/3/1991,19.224,38705_1991
38705,9/9/1991,21.36,38705_1991
38705,9/16/1991,22.161,38705_1991
38705,9/24/1991,19.224,38705_1991
38705,9/30/1991,18.156,38705_1991
38705,5/4/1992,4.005,38705_1992
38705,5/11/1992,2.937,38705_1992
38705,5/18/1992,5.006,38705_1992
38705,5/26/1992,0.267,38705_1992
38705,6/1/1992,2.403,38705_1992
38705,6/9/1992,2.499,38705_1992
38705,6/15/1992,1.602,38705_1992
38705,6/23/1992,0.935,38705_1992
38705,6/29/1992,2.537,38705_1992
38705,7/6/1992,2.492,38705_1992
38705,7/7/1992,2.314,38705_1992
38705,7/15/1992,2.804,38705_1992
38705,7/20/1992,3.204,38705_1992
38705,7/27/1992,2.017,38705_1992
38705,8/3/1992,3.471,38705_1992
38705,8/9/1992,18.69,38705_1992
38705,8/17/1992,7.914,38705_1992
38705,8/24/1992,5.34,38705_1992
38705,9/2/1992,9.078,38705_1992
38705,9/14/1992,16.287,38705_1992
38705,9/24/1992,11.214,38705_1992
38705,9/28/1992,6.675,38705_1992
38705,5/4/1993,14.774,38705_1993
38705,5/10/1993,7.0755,38705_1993
38705,5/17/1993,2.136,38705_1993
38705,5/24/1993,0.89,38705_1993
38705,6/2/1993,1.335,38705_1993
38705,6/7/1993,1.78,38705_1993
38705,6/14/1993,1.246,38705_1993
38705,6/21/1993,1.068,38705_1993
38705,6/28/1993,3.6045,38705_1993
38705,7/6/1993,2.403,38705_1993
38705,7/12/1993,1.7355,38705_1993
38705,7/19/1993,1.068,38705_1993
38705,7/27/1993,2.8035,38705_1993
38705,8/2/1993,5.696,38705_1993
38705,8/9/1993,1.335,38705_1993
38705,8/17/1993,7.177,38705_1993
38705,8/18/1993,2.791,38705_1993
38705,8/23/1993,5.518,38705_1993
38705,8/30/1993,5.874,38705_1993
38705,9/3/1993,8.01,38705_1993
38705,9/13/1993,8.277,38705_1993
38705,9/20/1993,6.052,38705_1993
38705,9/27/1993,3.382,38705_1993
38705,5/5/1994,16.554,38705_1994
38705,5/9/1994,12.549,38705_1994
38705,5/17/1994,2.937,38705_1994
38705,5/23/1994,0.6675,38705_1994
38705,5/31/1994,0.801,38705_1994
38705,6/6/1994,0.4005,38705_1994
38705,6/13/1994,0.801,38705_1994
38705,6/20/1994,0.801,38705_1994
38705,6/28/1994,0.2136,38705_1994
38705,7/5/1994,2.67,38705_1994
38705,7/11/1994,0.534,38705_1994
38705,7/18/1994,3.2521,38705_1994
38705,7/25/1994,0.534,38705_1994
38705,8/1/1994,2.67,38705_1994
38705,8/8/1994,4.272,38705_1994
38705,8/16/1994,22.695,38705_1994
38705,8/26/1994,3.204,38705_1994
38705,8/30/1994,10.502,38705_1994
38705,9/6/1994,12.282,38705_1994
38705,9/12/1994,24.831,38705_1994
38705,9/19/1994,24.297,38705_1994
38705,9/28/1994,5.4735,38705_1994
38705,5/4/1995,2.0025,38705_1995
38705,5/9/1995,0.1335,38705_1995
38705,5/18/1995,0.4005,38705_1995
38705,5/23/1995,1.602,38705_1995
38705,5/31/1995,1.068,38705_1995
38705,6/6/1995,1.602,38705_1995
38705,6/14/1995,1.869,38705_1995
38705,6/19/1995,1.2015,38705_1995
38705,6/26/1995,0.4005,38705_1995
38705,6/30/1995,2.5365,38705_1995
38705,7/11/1995,4.539,38705_1995
38705,7/19/1995,2.0025,38705_1995
38705,7/26/1995,6.408,38705_1995
38705,7/31/1995,7.476,38705_1995
38705,8/8/1995,2.403,38705_1995
38705,8/10/1995,3.471,38705_1995
38705,8/14/1995,12.816,38705_1995
38705,8/23/1995,1.602,38705_1995
38705,8/30/1995,5.073,38705_1995
38705,9/5/1995,16.821,38705_1995
38705,9/11/1995,13.884,38705_1995
38705,9/19/1995,3.471,38705_1995
38705,9/26/1995,2.136,38705_1995
38705,9/28/1995,2.67,38705_1995
38705,5/1/1996,9.078,38705_1996
38705,5/9/1996,2.67,38705_1996
38705,5/14/1996,2.1026,38705_1996
38705,5/22/1996,1.0787,38705_1996
38705,5/28/1996,2.136,38705_1996
38705,6/3/1996,1.3884,38705_1996
38705,6/10/1996,0.6742,38705_1996
38705,6/17/1996,0.9812,38705_1996
38705,6/26/1996,0.5981,38705_1996
38705,7/1/1996,2.1026,38705_1996
38705,7/9/1996,3.738,38705_1996
38705,7/16/1996,1.9064,38705_1996
38705,7/22/1996,6.5415,38705_1996
38705,8/1/1996,1.2068,38705_1996
38705,8/5/1996,2.67,38705_1996
38705,8/12/1996,2.403,38705_1996
38705,8/19/1996,1.909,38705_1996
38705,8/26/1996,6.0075,38705_1996
38705,9/3/1996,26.344,38705_1996
38705,9/11/1996,10.3489,38705_1996
38705,9/24/1996,11.2514,38705_1996
38705,9/30/1996,11.0565,38705_1996
38705,5/5/1997,9.345,38705_1997
38705,5/14/1997,1.335,38705_1997
38705,5/19/1997,1.5257,38705_1997
38705,5/27/1997,0.809,38705_1997
38705,6/3/1997,1.0787,38705_1997
38705,6/9/1997,1.5126,38705_1997
38705,6/16/1997,0.8989,38705_1997
38705,6/25/1997,2.0826,38705_1997
38705,6/30/1997,1.4685,38705_1997
38705,7/7/1997,2.136,38705_1997
38705,7/14/1997,2.403,38705_1997
38705,7/22/1997,3.8715,38705_1997
38705,7/31/1997,5.7191,38705_1997
38705,8/6/1997,2.403,38705_1997
38705,8/12/1997,3.965,38705_1997
38705,8/22/1997,16.198,38705_1997
38705,8/27/1997,9.7455,38705_1997
38705,9/2/1997,9.9004,38705_1997
38705,9/8/1997,9.8879,38705_1997
38705,9/15/1997,11.748,38705_1997
38705,9/22/1997,7.9607,38705_1997
38705,9/29/1997,10.0125,38705_1997
38705,5/6/1998,2.14,38705_1998
38705,5/11/1998,3.07,38705_1998
38705,5/18/1998,3.07,38705_1998
38705,5/26/1998,2.27,38705_1998
38705,6/9/1998,0.66,38705_1998
38705,6/15/1998,1.07,38705_1998
38705,6/22/1998,3.37,38705_1998
38705,6/29/1998,1.87,38705_1998
38705,7/2/1998,1.08,38705_1998
38705,7/6/1998,5.61,38705_1998
38705,7/13/1998,6.81,38705_1998
38705,7/20/1998,2.14,38705_1998
38705,7/27/1998,9.91,38705_1998
38705,8/3/1998,5.74,38705_1998
38705,8/12/1998,10.55,38705_1998
38705,8/20/1998,7.36,38705_1998
38705,8/26/1998,3.38,38705_1998
38705,8/31/1998,13.12,38705_1998
38705,9/17/1998,11.97,38705_1998
38705,9/21/1998,8.85,38705_1998
38705,9/30/1998,16.82,38705_1998
38705,5/5/1999,1.4685,38705_1999
38705,5/11/1999,0.4005,38705_1999
38705,5/19/1999,1.068,38705_1999
38705,5/25/1999,4.4055,38705_1999
38705,5/28/1999,1.5713,38705_1999
38705,6/1/1999,2.5365,38705_1999
38705,6/7/1999,0.5607,38705_1999
38705,6/16/1999,1.335,38705_1999
38705,6/21/1999,0.801,38705_1999
38705,6/28/1999,1.068,38705_1999
38705,7/6/1999,4.8541,38705_1999
38705,7/9/1999,4.4055,38705_1999
38705,7/12/1999,6.8766,38705_1999
38705,7/19/1999,2.7902,38705_1999
38705,7/20/1999,2.2695,38705_1999
38705,7/26/1999,4.4496,38705_1999
38705,7/29/1999,3.1399,38705_1999
38705,8/2/1999,6.3372,38705_1999
38705,8/16/1999,9.879,38705_1999
38705,8/23/1999,13.5529,38705_1999
38705,8/30/1999,11.748,38705_1999
38705,9/8/1999,9.8123,38705_1999
38705,9/15/1999,13.9016,38705_1999
38705,9/20/1999,18.0967,38705_1999
38705,9/29/1999,10.947,38705_1999
38705,5/3/2000,0.825,38705_2000
38705,5/8/2000,1.2015,38705_2000
38705,5/16/2000,1.2015,38705_2000
38705,5/24/2000,0.1335,38705_2000
38705,5/31/2000,3.0705,38705_2000
38705,6/7/2000,0.801,38705_2000
38705,6/9/2000,0.5393,38705_2000
38705,6/12/2000,1.068,38705_2000
38705,6/15/2000,1.2015,38705_2000
38705,6/19/2000,2.5365,38705_2000
38705,6/26/2000,1.869,38705_2000
38705,7/5/2000,2.2695,38705_2000
38705,7/6/2000,4.094,38705_2000
38705,7/11/2000,19.491,38705_2000
38705,7/12/2000,5.34,38705_2000
38705,7/17/2000,18.156,38705_2000
38705,7/24/2000,12.549,38705_2000
38705,8/2/2000,29.637,38705_2000
38705,8/7/2000,7.476,38705_2000
38705,8/11/2000,24.564,38705_2000
38705,8/14/2000,18.423,38705_2000
38705,8/21/2000,14.0782,38705_2000
38705,8/30/2000,6.408,38705_2000
38705,8/31/2000,11.481,38705_2000
38705,9/6/2000,12.5276,38705_2000
38705,9/7/2000,22.5181,38705_2000
38705,9/14/2000,12.816,38705_2000
38705,9/25/2000,13.35,38705_2000
38705,5/1/2001,4.806,38705_2001
38705,5/8/2001,3.026,38705_2001
38705,5/9/2001,2.314,38705_2001
38705,5/17/2001,0.89,38705_2001
38705,5/23/2001,1.2015,38705_2001
38705,6/5/2001,1.068,38705_2001
38705,6/6/2001,1.602,38705_2001
38705,6/12/2001,3.0705,38705_2001
38705,6/20/2001,1.1736,38705_2001
38705,6/25/2001,0.8091,38705_2001
38705,7/3/2001,1.5566,38705_2001
38705,7/9/2001,2.1787,38705_2001
38705,7/16/2001,1.2015,38705_2001
38705,7/23/2001,1.7355,38705_2001
38705,7/31/2001,2.0626,38705_2001
38705,8/6/2001,4.005,38705_2001
38705,8/13/2001,4.272,38705_2001
38705,8/21/2001,7.209,38705_2001
38705,8/22/2001,10.3462,38705_2001
38705,8/27/2001,12.6578,38705_2001
38705,9/5/2001,10.0125,38705_2001
38705,9/11/2001,4.806,38705_2001
38705,9/17/2001,7.8449,38705_2001
38705,9/25/2001,15.7773,38705_2001
38705,5/6/2002,1.602,38705_2002
38705,5/16/2002,0.4005,38705_2002
38705,5/20/2002,0.9345,38705_2002
38705,5/28/2002,2.8035,38705_2002
38705,6/3/2002,1.2015,38705_2002
38705,6/6/2002,1.7355,38705_2002
38705,6/10/2002,0.6675,38705_2002
38705,6/18/2002,0.9625,38705_2002
38705,6/24/2002,2.403,38705_2002
38705,6/28/2002,1.2015,38705_2002
38705,7/1/2002,2.136,38705_2002
38705,7/8/2002,2.0025,38705_2002
38705,7/15/2002,2.67,38705_2002
38705,7/22/2002,3.9569,38705_2002
38705,7/29/2002,3.7487,38705_2002
38705,8/5/2002,5.6377,38705_2002
38705,8/12/2002,4.984,38705_2002
38705,8/19/2002,7.8046,38705_2002
38705,8/26/2002,10.235,38705_2002
38705,9/4/2002,6.675,38705_2002
38705,9/6/2002,5.696,38705_2002
38705,9/10/2002,8.6775,38705_2002
38705,9/16/2002,9.2423,38705_2002
38705,9/24/2002,10.3667,38705_2002
38705,9/30/2002,8.4208,38705_2002
38705,5/5/2003,11.0388,38705_2003
38705,5/12/2003,5.2199,38705_2003
38705,5/22/2003,2.8035,38705_2003
38705,5/28/2003,2.0025,38705_2003
38705,6/3/2003,1.335,38705_2003
38705,6/10/2003,0.6675,38705_2003
38705,6/16/2003,1.7622,38705_2003
38705,6/17/2003,3.0705,38705_2003
38705,6/23/2003,3.0705,38705_2003
38705,7/1/2003,2.0559,38705_2003
38705,7/8/2003,0.9345,38705_2003
38705,7/14/2003,2.5365,38705_2003
38705,7/21/2003,4.9395,38705_2003
38705,7/28/2003,1.6821,38705_2003
38705,8/5/2003,2.7902,38705_2003
38705,8/6/2003,4.539,38705_2003
38705,8/12/2003,6.0275,38705_2003
38705,8/18/2003,5.34,38705_2003
38705,8/25/2003,15.8865,38705_2003
38705,9/5/2003,11.214,38705_2003
38705,9/8/2003,12.816,38705_2003
38705,9/16/2003,16.6875,38705_2003
38705,9/23/2003,14.0353,38705_2003
38705,9/29/2003,9.8683,38705_2003
38705,5/5/2004,6.0743,38705_2004
38705,5/12/2004,8.2076,38705_2004
38705,5/19/2004,6.8085,38705_2004
38705,5/25/2004,1.0012,38705_2004
38705,6/1/2004,0.1335,38705_2004
38705,6/7/2004,2.2695,38705_2004
38705,6/17/2004,3.0705,38705_2004
38705,6/21/2004,1.869,38705_2004
38705,6/28/2004,1.602,38705_2004
38705,7/14/2004,6.2745,38705_2004
38705,7/15/2004,4.539,38705_2004
38705,7/19/2004,4.9395,38705_2004
38705,7/26/2004,6.5415,38705_2004
38705,8/2/2004,9.7669,38705_2004
38705,8/9/2004,14.952,38705_2004
38705,8/16/2004,11.0805,38705_2004
38705,8/24/2004,17.0346,38705_2004
38705,9/1/2004,8.3704,38705_2004
38705,9/2/2004,11.1459,38705_2004
38705,9/7/2004,7.209,38705_2004
38705,9/16/2004,9.1367,38705_2004
38705,9/20/2004,11.6145,38705_2004
38705,9/27/2004,17.978,38705_2004
38705,5/3/2005,5.5816,38705_2005
38705,5/4/2005,2.5271,38705_2005
38705,5/9/2005,0.8731,38705_2005
38705,5/16/2005,1.7355,38705_2005
38705,5/25/2005,3.3375,38705_2005
38705,5/26/2005,3.3375,38705_2005
38705,5/31/2005,1.8877,38705_2005
38705,6/6/2005,1.335,38705_2005
38705,6/8/2005,0.833,38705_2005
38705,6/15/2005,1.2068,38705_2005
38705,6/16/2005,0.9692,38705_2005
38705,6/20/2005,1.4151,38705_2005
38705,6/27/2005,1.4298,38705_2005
38705,7/5/2005,1.7328,38705_2005
38705,7/6/2005,2.5418,38705_2005
38705,7/12/2005,2.6099,38705_2005
38705,7/18/2005,1.8423,38705_2005
38705,7/26/2005,4.0744,38705_2005
38705,8/2/2005,3.9716,38705_2005
38705,8/8/2005,2.4511,38705_2005
38705,8/15/2005,6.6323,38705_2005
38705,8/23/2005,10.0819,38705_2005
38705,8/29/2005,6.0368,38705_2005
38705,9/8/2005,7.4546,38705_2005
38705,9/12/2005,4.8772,38705_2005
38705,9/19/2005,3.471,38705_2005
38705,9/28/2005,4.4612,38705_2005
38705,5/1/2006,4.2587,38705_2006
38705,5/9/2006,3.5324,38705_2006
38705,5/17/2006,0.3124,38705_2006
38705,5/25/2006,0.5086,38705_2006
38705,5/30/2006,1.4952,38705_2006
38705,6/7/2006,0.6568,38705_2006
38705,6/12/2006,0.5607,38705_2006
38705,6/20/2006,7.9299,38705_2006
38705,6/27/2006,8.4439,38705_2006
38705,7/5/2006,1.7302,38705_2006
38705,7/10/2006,4.3601,38705_2006
38705,7/17/2006,8.1453,38705_2006
38705,7/24/2006,13.3286,38705_2006
38705,7/31/2006,13.0207,38705_2006
38705,8/8/2006,16.2443,38705_2006
38705,8/14/2006,8.949,38705_2006
38705,8/21/2006,12.3221,38705_2006
38705,8/22/2006,13.585,38705_2006
38705,8/28/2006,22.8516,38705_2006
38705,9/5/2006,19.1759,38705_2006
38705,9/11/2006,13.6277,38705_2006
38705,9/18/2006,9.9439,38705_2006
38705,9/25/2006,8.085,38705_2006
38846,5/10/1999,4.6,38846_1999
38846,5/24/1999,6.9,38846_1999
38846,6/7/1999,11,38846_1999
38846,6/21/1999,8.1,38846_1999
38846,7/6/1999,11,38846_1999
38846,7/19/1999,8.9,38846_1999
38846,8/2/1999,21,38846_1999
38846,8/16/1999,37,38846_1999
38846,8/30/1999,26,38846_1999
38846,9/15/1999,18,38846_1999
38846,9/24/1999,42,38846_1999
38846,5/17/2000,1.6,38846_2000
38846,6/9/2000,2.2,38846_2000
38846,6/24/2000,2.9,38846_2000
38846,7/8/2000,2.8,38846_2000
38846,7/21/2000,9.4,38846_2000
38846,8/4/2000,1.6,38846_2000
38846,8/18/2000,4.8,38846_2000
38846,9/2/2000,5,38846_2000
38846,9/15/2000,2.9,38846_2000
38846,9/26/2000,4.4,38846_2000
38846,5/7/2002,1.3,38846_2002
38846,5/28/2002,3.85,38846_2002
38846,6/4/2002,4.07,38846_2002
38846,6/15/2002,2,38846_2002
38846,6/17/2002,2.21,38846_2002
38846,6/28/2002,2.3,38846_2002
38846,7/9/2002,4.75,38846_2002
38846,7/13/2002,2.5,38846_2002
38846,7/23/2002,6.76,38846_2002
38846,7/26/2002,4.4,38846_2002
38846,8/6/2002,7.62,38846_2002
38846,8/11/2002,6,38846_2002
38846,8/20/2002,8.9,38846_2002
38846,8/23/2002,8.1,38846_2002
38846,9/6/2002,12,38846_2002
38846,9/10/2002,9.72,38846_2002
38846,9/20/2002,11,38846_2002
38846,9/30/2002,22.6,38846_2002
38846,5/2/2003,10,38846_2003
38846,5/6/2003,22.3,38846_2003
38846,5/16/2003,8.4,38846_2003
38846,5/21/2003,11.7,38846_2003
38846,6/1/2003,1,38846_2003
38846,6/3/2003,4,38846_2003
38846,6/13/2003,2.3,38846_2003
38846,6/17/2003,6.1,38846_2003
38846,6/27/2003,6.5,38846_2003
38846,7/1/2003,16.4,38846_2003
38846,7/13/2003,12,38846_2003
38846,7/14/2003,18.4,38846_2003
38846,7/21/2003,12,38846_2003
38846,7/28/2003,26.3,38846_2003
38846,8/8/2003,8.6,38846_2003
38846,8/11/2003,20.1,38846_2003
38846,8/23/2003,12,38846_2003
38846,8/25/2003,26.8,38846_2003
38846,9/1/2003,18,38846_2003
38846,9/8/2003,40.4,38846_2003
38846,9/15/2003,18,38846_2003
38846,9/29/2003,37.3,38846_2003
38846,5/10/2004,4.4,38846_2004
38846,5/11/2004,16.79,38846_2004
38846,5/13/2004,3,38846_2004
38846,5/24/2004,7.61,38846_2004
38846,5/28/2004,3.7,38846_2004
38846,6/9/2004,19.74,38846_2004
38846,6/21/2004,15.78,38846_2004
38846,7/6/2004,12.46,38846_2004
38846,7/9/2004,5.6,38846_2004
38846,7/19/2004,4.75,38846_2004
38846,7/23/2004,3.4,38846_2004
38846,8/2/2004,18.29,38846_2004
38846,8/6/2004,16,38846_2004
38846,8/16/2004,29.6,38846_2004
38846,8/21/2004,7.8,38846_2004
38846,9/2/2004,15,38846_2004
38846,9/3/2004,19,38846_2004
38846,9/7/2004,23.71,38846_2004
38846,9/18/2004,12,38846_2004
38846,9/27/2004,28.24,38846_2004
38846,5/4/2005,3.8,38846_2005
38846,5/9/2005,6.39,38846_2005
38846,5/16/2005,3.1,38846_2005
38846,5/20/2005,3.1,38846_2005
38846,5/23/2005,6.01,38846_2005
38846,5/27/2005,3.8,38846_2005
38846,6/6/2005,4.87,38846_2005
38846,6/10/2005,4.1,38846_2005
38846,6/21/2005,3.64,38846_2005
38846,7/1/2005,7.5,38846_2005
38846,7/5/2005,15.17,38846_2005
